week,client_id,industry,plan_type,mrr,payment_status,support_tickets,active_flag,new_client,churned
2026-W30,CLT-1361,Healthcare,Pro,1002.67,Paid,1,1,1,0
2026-W30,CLT-1362,Real Estate,Basic,292.92,Paid,3,1,0,0
2026-W30,CLT-1363,Logistics,Pro,778.73,Overdue,6,0,0,0
2026-W30,CLT-1364,eCommerce,Pro,$899.10,Paid,2,1,0,0
2026-W30,CLT-1365,Finance,Pro,1070.85,Paid,2,1,0,0
2026-W30,CLT-1366,Logistics,Basic,289.54,Paid,5,1,0,0
2026-W30,CLT-1367,SaaS,Pro,$928.84,Paid,0,0,0,0
2026-W30,CLT-1368,eCommerce,Enterprise,2974.35,Paid,4,0,0,0
2026-W30,CLT-1369,Education,Basic,309.9,Paid,5,1,0,0
2026-W30,CLT-1370,Logistics,Basic,$374.76,Late,3,0,0,0
2026-W30,CLT-1371,Real Estate,Basic,378.94,Paid,0,1,0,0
2026-W30,CLT-1372,Real Estate,Enterprise,2474.35,Paid,2,1,0,0
2026-W30,CLT-1373,Healthcare,enterprise,2952.96,Paid,0,0,0,0
2026-W30,CLT-1374,Finance,Basic,289.17,Late,1,1,1,0
2026-W30,CLT-1375,Healthcare,Enterprise,2281.96,Overdue,6,1,0,0
2026-W30,CLT-1376,Education,Basic,314.11,Paid,3,1,0,0
2026-W30,CLT-1377,SaaS,Pro,"$1,009.00",Late,2,1,0,0
2026-W30,CLT-1378,Real Estate,Basic,381.3,Overdue,2,1,0,0
2026-W30,CLT-1379,eCommerce,Enterprise,2289.14,Paid,2,1,0,0
2026-W30,CLT-1380,Healthcare,Basic,351.17,Paid,5,1,0,0
2026-W30,CLT-1381,Logistics,Basic,319.19,Paid,2,0,0,0
2026-W30,CLT-1382,SaaS,Pro,818.34,Paid,4,1,0,0
2026-W30,CLT-1383,SaaS,Basic,386.31,Paid,5,1,0,0
2026-W30,CLT-1384,Logistics,Basic,348.93,Late,0,1,0,0
2026-W30,CLT-1385,Logistics,Basic,272.4,Paid,2,1,0,0
2026-W30,CLT-1386,SaaS,Enterprise,3143.97,Paid,2,1,0,0
2026-W30,CLT-1387,Finance,Pro,806.75,Paid,0,1,0,0
2026-W30,CLT-1388,Real Estate,Pro,$802.53,Paid,0,0,1,0
2026-W30,CLT-1389,Finance,Pro,899.28,Paid,2,1,0,0
2026-W30,CLT-1390,SaaS,Pro,1144.87,Paid,5,1,0,0
2026-W30,CLT-1391,Finance,Pro,778.37,Paid,4,1,0,0
2026-W30,CLT-1392,Logistics,Pro,1136.87,Paid,0,1,0,0
2026-W30,CLT-1393,Education,Pro,"$1,012.70",Paid,4,1,0,0
2026-W30,CLT-1394,Education,Basic,264.05,Paid,2,1,0,0
2026-W30,CLT-1395,eCommerce,Basic,331.76,Paid,1,1,0,0
2026-W30,CLT-1396,eCommerce,Pro,950.81,Paid,2,1,0,0
2026-W30,CLT-1397,Finance,Basic,331.14,Paid,0,1,0,0
2026-W30,CLT-1398,Real Estate,Enterprise,2954.35,Paid,1,1,0,0
2026-W30,CLT-1399,eCommerce,Pro,1039.84,Paid,4,1,0,0
2026-W31,CLT-1000,Real Estate,Basic,257.04,Paid,1,1,0,0
2026-W31,CLT-1001,Logistics,Enterprise,2227.76,Paid,2,1,0,0
2026-W31,CLT-1002,SaaS,Basic,357.91,Paid,2,1,1,0
2026-W31,CLT-1003,Healthcare,Pro,1148.98,late,5,1,0,0
2026-W31,CLT-1004,Healthcare,Enterprise,3223.82,Paid,3,1,0,0
2026-W31,CLT-1005,SaaS,Basic,315.33,Paid,1,0,0,1
2026-W31,CLT-1006,SaaS,Basic,355.69,Paid,2,0,0,0
2026-W31,CLT-1007,SaaS,Basic,$365.42,Paid,1,1,0,0
2026-W31,CLT-1008,eCommerce,Basic,262.42,Paid,3,1,0,0
2026-W31,CLT-1009,eCommerce,Basic,328.47,,1,1,0,0
2026-W31,CLT-1010,SaaS,Basic,358.57,Paid,5,1,0,0
2026-W31,CLT-1011, Healthcare ,Basic,$307.44,Paid,4,1,0,0
2026-W31,CLT-1012,Logistics,Basic,320.8,Paid,2,0,0,1
2026-W31,CLT-1013,Logistics,Basic,257.31,late,3,1,0,0
2026-W31,CLT-1014,Education,Pro,838.97,Paid,4,1,0,0
2026-W31,CLT-1015,SaaS,Basic,274.75,,1,0,0,0
2026-W31,CLT-1016,Healthcare,Basic,320.81,Paid,0,1,0,0
2026-W31,CLT-1017,Real Estate,Pro,1141.85,Paid,2,0,0,0
2026-W31,CLT-1018,Real Estate,Pro,1012.96,Paid,3,1,0,0
2026-W31,CLT-1019,eCommerce,Pro,988.4,Paid,2,1,0,0
2026-W31,CLT-1020,Education,Enterprise,2477.88,Late,1,1,0,0
2026-W31,CLT-1021,eCommerce,Basic,268.5,Paid,6,1,0,0
2026-W31,CLT-1022,Real Estate,Basic,317.43,Paid,1,0,0,0
2026-W31,CLT-1023,Logistics,Basic,319.37,Late,1,0,0,0
2026-W31,CLT-1024,Logistics,Basic,298.62,Late,2,1,0,0
2026-W31,CLT-1025,Real Estate,Basic,262.94,Paid,2,0,0,0
2026-W31,CLT-1026,Logistics,Basic,381.52,Paid,2,1,0,0
2026-W31,CLT-1027,Logistics,Basic,$339.94,Overdue,1,1,0,0
2026-W31,CLT-1028,Real Estate,Pro,994.89,Paid,1,1,0,0
2026-W31,CLT-1029, Healthcare ,enterprise,333.46,Paid,1,1,0,0
2026-W31,CLT-1030,Healthcare,Pro,,Paid,2,1,0,0
2026-W31,CLT-1031,Finance,Basic,335.2,Paid,2,1,0,0
2026-W31,CLT-1032,SaaS,Basic,343.82,Paid,1,1,0,0
2026-W31,CLT-1033,SaaS,Basic,291.23,Paid,1,1,0,0
2026-W31,CLT-1034,Healthcare,Basic,277.05,Paid,2,1,0,0
2026-W31,CLT-1035,Real Estate,enterprise,333.29,Paid,2,1,0,0
2026-W31,CLT-1036,Healthcare,Basic,363.89,Paid,1,1,0,0
2026-W31,CLT-1037,SaaS,Pro,938.72,Paid,2,1,0,0
2026-W31,CLT-1038,Finance,enterprise,2733.26,Paid,2,0,0,0
2026-W31,CLT-1039,SaaS,Basic,263.05,Late,2,1,0,0
2026-W31,CLT-1040,Education,Enterprise,2699.68,Paid,1,1,0,0
2026-W31,CLT-1041,Logistics,Pro,889.02,Paid,1,0,0,0
2026-W31,CLT-1042,Finance,Enterprise,3031.34,Late,1,1,0,0
2026-W31,CLT-1043,SaaS,Basic,,Paid,1,0,0,0
2026-W31,CLT-1044,Finance,Basic,283.64,Late,3,1,0,0
2026-W31,CLT-1045,Education,Pro,1079.25,Paid,2,1,0,0
2026-W31,CLT-1046,Logistics,Pro,788.85,Late,2,1,0,0
2026-W31,CLT-1047,eCommerce,enterprise,297.76,Late,2,1,0,0
2026-W31,CLT-1048,eCommerce,Basic,327.31,Paid,4,1,0,0
2026-W31,CLT-1049,eCommerce,Basic,$324.05,Paid,2,1,0,0
2026-W31,CLT-1050,SaaS,Basic,327.71,Paid,6,1,0,0
2026-W31,CLT-1051,Logistics,Pro,1158.46,Paid,2,1,1,0
2026-W31,CLT-1052,Finance,enterprise,770.96,Paid,1,1,0,0
2026-W31,CLT-1053,eCommerce,Pro,1046.17,Paid,3,1,0,0
2026-W31,CLT-1054,SaaS,Basic,298.4,late,5,1,0,0
2026-W31,CLT-1055,Logistics,Pro,881.69,Paid,4,1,0,0
2026-W31,CLT-1056,Finance,Basic,263.42,Paid,2,1,0,0
2026-W31,CLT-1057,Real Estate,Pro,863.81,Paid,2,1,0,1
2026-W31,CLT-1058,Finance,enterprise,377.55,Paid,1,1,0,0
2026-W31,CLT-1059,Finance,Basic,378.34,Paid,2,1,0,0
2026-W31,CLT-1060,Finance,Basic,,Paid,2,1,0,0
2026-W31,CLT-1061,Logistics,Basic,323.2,Paid,1,1,0,0
2026-W31,CLT-1062,Real Estate,Basic,274.62,Late,3,1,1,0
2026-W31,CLT-1063,Real Estate,Basic,$263.43,Late,0,1,0,0
2026-W31,CLT-1064,eCommerce,Basic,295.33,Late,1,1,0,0
2026-W31,CLT-1065,Real Estate,Basic,320.09,Paid,3,1,0,0
2026-W31,CLT-1066,Finance,Pro,966.65,Paid,1,1,0,0
2026-W31,CLT-1067,Finance,Basic,372.72,Paid,2,1,0,0
2026-W31,CLT-1068,Education,Basic,321.15,Paid,3,1,0,0
2026-W31,CLT-1069,Real Estate,Enterprise,3010.33,Paid,2,1,0,0
2026-W31,CLT-1070,Education,Pro,870.09,Paid,1,1,0,0
2026-W31,CLT-1071,Logistics,Pro,1159.23,Paid,1,1,0,0
2026-W31,CLT-1072,Healthcare,Pro,1143.63,Late,2,1,1,0
2026-W31,CLT-1073,Education,Basic,,Paid,1,1,0,0
2026-W31,CLT-1074,Education,Basic,376.56,Paid,0,0,0,0
2026-W31,CLT-1075,Logistics,Basic,337.09,Paid,2,0,0,0
2026-W31,CLT-1076,SaaS,Basic,306.49,Paid,3,1,0,0
2026-W31,CLT-1077,Logistics,Basic,301.33,Paid,1,1,0,0
2026-W31,CLT-1078,Finance,Basic,318.09,Paid,1,1,0,0
2026-W31,CLT-1079,Logistics,Enterprise,2190.26,Paid,4,1,0,0
2026-W31,CLT-1080,eCommerce,Pro,1081.71,Paid,1,1,0,0
2026-W31,CLT-1081,eCommerce,Basic,$292.42,Paid,2,1,0,0
2026-W31,CLT-1082,Logistics,Basic,360.43,Paid,3,1,0,0
2026-W31,CLT-1083,eCommerce,Pro,817.25,Paid,2,1,0,0
2026-W31,CLT-1084,Education,Enterprise,"$2,660.81",Paid,0,1,0,0
2026-W31,CLT-1085,Healthcare,Pro,820.01,Paid,2,1,0,0
2026-W31,CLT-1086,Education,Basic,321.59,Paid,1,1,0,0
2026-W31,CLT-1087,Real Estate,Basic,349.17,Paid,2,1,0,0
2026-W31,CLT-1088,Education,Basic,327.26,Paid,4,0,0,0
2026-W31,CLT-1089,Healthcare,Basic,275.51,Paid,3,0,0,0
2026-W31,CLT-1090,Education,Enterprise,3182.54,Paid,1,1,0,0
2026-W31,CLT-1091,Logistics,Basic,376.68,Paid,0,1,0,0
2026-W31,CLT-1092,Logistics,Basic,383.19,Paid,3,1,0,0
2026-W31,CLT-1093,Logistics,Pro,954.53,Paid,4,0,0,0
2026-W31,CLT-1094,Healthcare,Enterprise,2723.83,Paid,1,0,0,0
2026-W31,CLT-1095,Education,Pro,838.32,Paid,6,0,0,0
2026-W31,CLT-1096,Healthcare,Basic,280.89,Paid,3,1,0,0
2026-W31,CLT-1097,Logistics,Pro,1026.99,Paid,2,1,0,0
2026-W31,CLT-1098,Healthcare,Basic,353.53,Paid,3,1,0,0
2026-W31,CLT-1099,Finance,Basic,313.57,Overdue,1,1,0,0
2026-W31,CLT-1100,Education,Pro,,Paid,2,1,0,0
2026-W31,CLT-1101, Healthcare ,Basic,346.46,Paid,6,1,0,0
2026-W31,CLT-1102,Healthcare,enterprise,"$2,678.18",Paid,2,1,0,0
2026-W31,CLT-1103,Healthcare,Basic,310.45,Paid,3,1,0,0
2026-W31,CLT-1104,Education,Basic,381.21,Late,6,1,0,0
2026-W31,CLT-1105,Real Estate,Pro,832.89,Paid,5,1,0,0
2026-W31,CLT-1106, Healthcare ,Pro,894.36,Paid,3,1,0,0
2026-W31,CLT-1107,SaaS,Enterprise,3128.88,Paid,4,1,0,0
2026-W31,CLT-1108,Finance,Pro,"$1,015.03",Paid,0,1,0,0
2026-W31,CLT-1109,Logistics,Basic,331.57,Paid,1,1,0,0
2026-W31,CLT-1110,SaaS,Pro,965.46,late,3,1,0,0
2026-W31,CLT-1111,Finance,Basic,294.46,Paid,1,1,0,0
2026-W31,CLT-1112,Logistics,Basic,345.77,Paid,4,1,0,0
2026-W31,CLT-1113,Education,Pro,991.08,Paid,1,1,0,0
2026-W31,CLT-1114,eCommerce,Pro,906.45,Paid,1,1,0,0
2026-W31,CLT-1115,SaaS,Pro,979.88,Paid,3,0,0,0
2026-W31,CLT-1116,Real Estate,Pro,986.64,Paid,3,1,1,0
2026-W31,CLT-1117,Real Estate,Pro,1023.14,Paid,3,1,0,0
2026-W31,CLT-1118,Finance,Pro,827.62,Paid,2,0,0,1
2026-W31,CLT-1119,SaaS,Basic,260.23,Paid,0,0,0,0
2026-W31,CLT-1120,SaaS,Pro,790.46,Paid,5,1,0,0
2026-W31,CLT-1121,Education,Enterprise,2595.3,Paid,4,1,0,0
2026-W31,CLT-1122,Finance,Basic,330.17,Paid,3,1,0,0
2026-W31,CLT-1123,SaaS,Basic,362.09,Paid,2,1,0,0
2026-W31,CLT-1124,Finance,Basic,316.6,Paid,2,1,0,0
2026-W31,CLT-1125,Logistics,Basic,368.86,Overdue,3,1,0,0
2026-W31,CLT-1126,Real Estate,Basic,316.0,Paid,1,1,0,0
2026-W31,CLT-1127,SaaS,Basic,267.21,Paid,4,1,0,0
2026-W31,CLT-1128,Real Estate,Pro,779.45,Paid,1,0,0,1
2026-W31,CLT-1129,Education,Pro,972.47,Paid,4,1,0,0
2026-W31,CLT-1130,Finance,Enterprise,2518.93,Paid,4,1,0,0
2026-W31,CLT-1131,Logistics,Pro,803.35,Paid,0,1,0,0
2026-W31,CLT-1132,Education,Basic,,Paid,4,1,0,0
2026-W31,CLT-1133,Education,Pro,1083.27,Paid,2,1,0,0
2026-W31,CLT-1134,Real Estate,Pro,1164.19,Paid,3,1,0,0
2026-W31,CLT-1135,Education,Basic,262.16,Paid,2,1,0,0
2026-W31,CLT-1136,Real Estate,Basic,262.2,Paid,2,1,0,0
2026-W31,CLT-1137,Real Estate,Basic,264.27,Paid,2,0,0,0
2026-W31,CLT-1138,Real Estate,Enterprise,2525.05,Paid,3,1,0,0
2026-W31,CLT-1139,Finance,Basic,305.91,Paid,2,1,0,0
2026-W31,CLT-1140,SaaS,Pro,880.77,Paid,5,1,0,0
2026-W31,CLT-1141, Healthcare ,Basic,361.54,Paid,3,1,0,0
2026-W31,CLT-1142,Finance,Pro,871.91,Paid,0,1,0,0
2026-W31,CLT-1143, Healthcare ,Basic,302.0,Paid,2,1,0,0
2026-W31,CLT-1144,SaaS,Pro,$913.84,Paid,7,1,0,0
2026-W31,CLT-1145,Healthcare,Pro,938.12,Paid,1,1,0,0
2026-W31,CLT-1146,SaaS,Enterprise,2384.67,Late,3,1,0,0
2026-W31,CLT-1147,Healthcare,Pro,1039.94,Paid,1,1,0,0
2026-W31,CLT-1148,SaaS,Enterprise,2742.71,Paid,1,1,0,0
2026-W31,CLT-1149,Healthcare,Basic,342.67,Paid,2,1,0,0
2026-W31,CLT-1150,Real Estate,Basic,$314.18,Paid,5,0,0,0
2026-W31,CLT-1151,Education,Pro,889.56,Late,5,1,0,0
2026-W31,CLT-1152,Logistics,Pro,959.3,Paid,3,1,0,0
2026-W31,CLT-1153,SaaS,Basic,358.94,Late,4,1,0,0
2026-W31,CLT-1154,Real Estate,Basic,381.93,Paid,2,1,0,0
2026-W31,CLT-1155,eCommerce,Basic,355.82,Overdue,0,0,0,0
2026-W31,CLT-1156,SaaS,Enterprise,2384.61,Paid,0,1,0,0
2026-W31,CLT-1157,Finance,Basic,308.97,Paid,2,1,0,0
2026-W31,CLT-1158,Education,Basic,351.23,Paid,0,1,1,0
2026-W31,CLT-1159,Healthcare,Pro,1111.04,Paid,2,0,0,0
2026-W31,CLT-1160,Real Estate,Basic,290.61,Paid,4,1,0,0
2026-W31,CLT-1161,Education,Basic,282.02,Paid,2,1,0,0
2026-W31,CLT-1162,SaaS,Pro,828.98,Paid,2,1,0,0
2026-W31,CLT-1163,eCommerce,Basic,348.61,Paid,2,1,0,0
2026-W31,CLT-1164,Real Estate,Basic,280.83,Paid,4,1,1,1
2026-W31,CLT-1165,Education,enterprise,2878.49,Paid,1,1,0,0
2026-W31,CLT-1166,Education,Basic,329.57,Paid,3,1,0,0
2026-W31,CLT-1167,SaaS,Pro,1086.01,Paid,3,0,0,0
2026-W31,CLT-1168,Education,Pro,929.9,Paid,3,1,0,0
2026-W31,CLT-1169,Logistics,Basic,334.54,Paid,2,1,0,0
2026-W31,CLT-1170,Finance,Basic,380.38,Paid,0,1,0,0
2026-W31,CLT-1171,SaaS,Pro,834.97,Late,0,1,0,0
2026-W31,CLT-1172,Real Estate,Basic,308.93,Late,2,1,0,0
2026-W31,CLT-1173,Logistics,Basic,330.07,Paid,2,1,0,0
2026-W31,CLT-1174,eCommerce,Enterprise,3061.87,Paid,3,1,0,0
2026-W31,CLT-1175, Healthcare ,Pro,928.14,Paid,4,1,0,0
2026-W31,CLT-1176,eCommerce,Enterprise,2526.39,Paid,2,1,0,0
2026-W31,CLT-1177,eCommerce,Enterprise,2862.04,Paid,1,1,0,0
2026-W31,CLT-1178,Real Estate,Pro,$928.55,Paid,2,1,0,0
2026-W31,CLT-1179,eCommerce,Basic,307.36,Paid,2,1,0,0
2026-W31,CLT-1180,Healthcare,Pro,983.01,Paid,2,1,0,0
2026-W31,CLT-1181,SaaS,enterprise,280.56,Paid,1,0,0,0
2026-W31,CLT-1182,eCommerce,Basic,257.53,Paid,1,1,0,0
2026-W31,CLT-1183,Healthcare,Basic,317.17,Late,0,1,0,0
2026-W31,CLT-1184,eCommerce,Pro,998.2,Paid,1,1,0,0
2026-W31,CLT-1185,eCommerce,Enterprise,2569.68,Paid,5,1,1,0
2026-W31,CLT-1186,Real Estate,Pro,909.39,Overdue,0,1,0,0
2026-W31,CLT-1187,eCommerce,Pro,980.57,late,0,1,1,0
2026-W31,CLT-1188,SaaS,Enterprise,2327.71,Paid,2,1,0,0
2026-W31,CLT-1189,eCommerce,Pro,792.97,Paid,2,0,0,0
2026-W31,CLT-1190,eCommerce,Pro,945.12,Paid,1,1,0,0
2026-W31,CLT-1191,eCommerce,Basic,276.12,Overdue,2,1,0,0
2026-W31,CLT-1192,Healthcare,Enterprise,2452.73,Overdue,2,1,1,0
2026-W31,CLT-1193, Healthcare ,Pro,913.24,Paid,2,0,0,0
2026-W31,CLT-1194,Logistics,Basic,288.25,late,3,1,0,0
2026-W31,CLT-1195,Education,Basic,322.54,Paid,5,1,0,0
2026-W31,CLT-1196,Healthcare,Enterprise,2842.74,late,4,1,0,0
2026-W31,CLT-1197,SaaS,Basic,273.19,Paid,2,1,0,0
2026-W31,CLT-1198,Real Estate,Basic,376.1,Paid,0,0,1,0
2026-W31,CLT-1199,eCommerce,Basic,341.68,Paid,2,0,0,0
2026-W31,CLT-1200,Healthcare,Pro,1166.63,Paid,0,1,0,0
2026-W31,CLT-1201,Finance,Pro,1103.21,Paid,4,1,0,0
2026-W31,CLT-1202,Education,Basic,327.34,Paid,3,1,0,0
2026-W31,CLT-1203,Real Estate,Basic,348.1,Paid,0,1,0,0
2026-W31,CLT-1204,Logistics,Basic,$335.06,Overdue,3,1,0,0
2026-W31,CLT-1205,Real Estate,Pro,813.33,Paid,4,1,0,0
2026-W31,CLT-1206,Logistics,Basic,384.23,Paid,4,1,0,0
2026-W31,CLT-1207,SaaS,Pro,882.45,Paid,2,1,0,0
2026-W31,CLT-1208,Finance,enterprise,2481.3,Paid,1,1,0,0
2026-W31,CLT-1209,SaaS,Pro,786.59,Late,0,1,0,0
2026-W31,CLT-1210,Finance,Basic,317.02,Overdue,0,1,0,0
2026-W31,CLT-1211,Healthcare,Enterprise,2412.9,Paid,0,0,0,0
2026-W31,CLT-1212,Logistics,Basic,364.28,Paid,0,1,0,0
2026-W31,CLT-1213,Healthcare,Pro,993.92,Paid,3,1,0,0
2026-W31,CLT-1214,Finance,Basic,349.18,,3,0,0,0
2026-W31,CLT-1215,Healthcare,Basic,$292.06,Paid,1,1,0,0
2026-W31,CLT-1216,eCommerce,Pro,956.91,late,3,1,0,0
2026-W31,CLT-1217,SaaS,Pro,944.2,Overdue,3,0,0,0
2026-W31,CLT-1218,Finance,Basic,282.17,Paid,3,0,0,0
2026-W31,CLT-1219,eCommerce,Basic,319.63,Late,2,1,0,0
2026-W31,CLT-1220,SaaS,Pro,$983.42,Paid,1,1,1,0
2026-W31,CLT-1221,Logistics,Pro,"$1,045.90",Paid,2,1,0,0
2026-W31,CLT-1222,Real Estate,Pro,$901.47,Paid,4,1,0,0
2026-W31,CLT-1223,Real Estate,Enterprise,2529.89,Paid,1,0,0,0
2026-W31,CLT-1224,Education,Basic,328.87,Paid,3,1,0,0
2026-W31,CLT-1225,Healthcare,Basic,$372.81,Paid,3,1,0,0
2026-W31,CLT-1226,Education,Pro,861.6,Paid,1,1,0,0
2026-W31,CLT-1227, Healthcare ,Enterprise,3024.64,Paid,6,1,0,0
2026-W31,CLT-1228,Education,Pro,1092.79,Paid,5,1,0,0
2026-W31,CLT-1229,SaaS,Basic,272.31,Late,1,0,0,0
2026-W31,CLT-1230,Healthcare,Pro,933.07,Paid,2,1,0,0
2026-W31,CLT-1231,Logistics,Pro,812.73,Paid,2,1,0,0
2026-W31,CLT-1232,Finance,Basic,323.55,Overdue,3,1,0,0
2026-W31,CLT-1233,eCommerce,Pro,1115.55,Overdue,2,1,0,0
2026-W31,CLT-1234,Real Estate,Basic,380.83,Paid,2,1,0,0
2026-W31,CLT-1235,Education,Basic,268.73,Overdue,2,0,0,0
2026-W31,CLT-1236,Logistics,Basic,262.88,Paid,1,1,0,0
2026-W31,CLT-1237,Healthcare,Basic,364.83,Paid,0,1,0,1
2026-W31,CLT-1238,Real Estate,Basic,257.93,Paid,0,1,0,0
2026-W31,CLT-1239,SaaS,Enterprise,3060.17,Paid,0,1,0,0
2026-W31,CLT-1240,Real Estate,Basic,308.59,Paid,1,1,0,0
2026-W31,CLT-1241,Real Estate,Pro,1032.0,late,4,1,0,0
2026-W31,CLT-1242,Finance,Pro,"$1,138.09",Paid,3,1,0,0
2026-W31,CLT-1243,SaaS,Enterprise,2373.76,Paid,4,1,0,0
2026-W31,CLT-1244, Healthcare ,Pro,1053.13,Paid,1,1,0,0
2026-W31,CLT-1245,Education,Basic,333.23,Paid,3,1,0,0
2026-W31,CLT-1246,SaaS,Basic,371.86,Paid,1,1,0,0
2026-W31,CLT-1247,Finance,Basic,340.9,Paid,2,1,0,0
2026-W31,CLT-1248,Education,Pro,1059.68,Paid,4,1,1,0
2026-W31,CLT-1249,Real Estate,Enterprise,3190.29,Paid,4,1,0,0
2026-W31,CLT-1250,eCommerce,Basic,309.85,late,2,1,0,0
2026-W31,CLT-1251,Education,Basic,311.52,Paid,1,1,0,0
2026-W31,CLT-1252,Education,Enterprise,2214.68,Late,2,1,0,0
2026-W31,CLT-1253,Real Estate,Pro,1098.86,Paid,1,1,0,0
2026-W31,CLT-1254,SaaS,Enterprise,2701.13,Overdue,1,1,1,0
2026-W31,CLT-1255,Finance,Basic,389.17,Paid,1,1,1,0
2026-W31,CLT-1256,Education,Basic,$303.10,Late,2,1,0,0
2026-W31,CLT-1257,eCommerce,Enterprise,,Paid,1,0,0,0
2026-W31,CLT-1258,Education,Basic,311.94,Overdue,2,1,0,0
2026-W31,CLT-1259,eCommerce,Pro,1103.05,Overdue,4,1,0,0
2026-W31,CLT-1260,Healthcare,Pro,841.34,Paid,1,0,0,0
2026-W31,CLT-1261,SaaS,Pro,$794.73,Paid,0,1,1,0
2026-W31,CLT-1262,SaaS,Basic,291.59,Late,1,1,0,0
2026-W31,CLT-1263,Healthcare,Basic,367.41,Paid,2,1,0,0
2026-W31,CLT-1264,Healthcare,Basic,370.67,Paid,1,0,0,0
2026-W31,CLT-1265,Real Estate,Basic,276.78,Paid,0,1,1,0
2026-W31,CLT-1266,Education,Enterprise,2459.92,Paid,5,1,0,0
2026-W31,CLT-1267,Healthcare,Basic,$342.64,Paid,5,1,0,0
2026-W31,CLT-1268,eCommerce,Pro,863.12,Paid,1,1,0,1
2026-W31,CLT-1269,SaaS,Basic,368.27,Paid,3,1,0,0
2026-W31,CLT-1270,Education,Pro,1124.22,Paid,1,0,0,0
2026-W31,CLT-1271,Real Estate,Pro,860.6,Paid,1,1,0,0
2026-W31,CLT-1272,eCommerce,Basic,269.23,Late,1,1,0,0
2026-W31,CLT-1273,SaaS,Pro,$929.76,late,6,1,0,0
2026-W31,CLT-1274,eCommerce,Basic,316.43,Paid,2,1,0,0
2026-W31,CLT-1275,Healthcare,Basic,306.93,late,1,1,0,0
2026-W31,CLT-1276,SaaS,Basic,333.1,Paid,2,1,0,0
2026-W31,CLT-1277,Education,Basic,389.2,Paid,1,1,0,0
2026-W31,CLT-1278,Logistics,Pro,856.99,Overdue,3,1,1,0
2026-W31,CLT-1279,Real Estate,Pro,1148.27,Overdue,5,1,0,1
2026-W31,CLT-1280,Logistics,Pro,1065.92,Paid,3,1,0,0
2026-W31,CLT-1281,Logistics,Basic,324.07,Paid,2,1,0,0
2026-W31,CLT-1282,Real Estate,Pro,880.84,Paid,1,0,0,0
2026-W31,CLT-1283,Real Estate,Pro,825.41,Paid,0,1,0,0
2026-W31,CLT-1284,Finance,Basic,270.9,Paid,1,1,0,0
2026-W31,CLT-1285,Real Estate,Pro,774.12,Paid,5,0,0,0
2026-W31,CLT-1286,Healthcare,Basic,308.83,Paid,2,1,0,0
2026-W31,CLT-1287,SaaS,Basic,$314.07,Paid,2,1,0,0
2026-W31,CLT-1288,Logistics,Basic,298.23,Paid,2,1,0,0
2026-W31,CLT-1289,SaaS,Basic,369.42,Late,0,1,0,0
2026-W31,CLT-1290,Logistics,Pro,1093.1,Late,0,1,0,0
2026-W31,CLT-1291,Healthcare,enterprise,266.05,Paid,2,1,1,0
2026-W31,CLT-1292,Healthcare,Pro,999.36,Paid,1,1,1,0
2026-W31,CLT-1293,Education,Pro,832.59,Paid,2,1,0,0
2026-W31,CLT-1294,eCommerce,Enterprise,2134.1,Late,2,1,0,0
2026-W31,CLT-1295,Real Estate,Pro,1160.07,Paid,1,1,0,0
2026-W31,CLT-1296,Finance,Basic,301.69,Paid,1,1,0,0
2026-W31,CLT-1297,Logistics,enterprise,301.38,Paid,3,1,1,0
2026-W31,CLT-1298,Real Estate,Pro,853.21,Paid,5,1,1,0
2026-W31,CLT-1299,Finance,Pro,1119.79,Paid,2,1,0,0
2026-W31,CLT-1300,Healthcare,Pro,$796.84,Paid,1,1,0,1
2026-W31,CLT-1301,Education,Basic,333.41,late,1,0,0,0
2026-W31,CLT-1302,eCommerce,Basic,369.62,Paid,1,1,0,0
2026-W31,CLT-1303,Education,Pro,1087.22,Paid,1,0,0,0
2026-W31,CLT-1304,eCommerce,Pro,932.34,Paid,3,1,1,0
2026-W31,CLT-1305,Real Estate,Basic,338.89,Paid,0,1,0,0
2026-W31,CLT-1306,eCommerce,Basic,257.53,Paid,2,1,0,0
2026-W31,CLT-1307,SaaS,Basic,372.53,Paid,1,1,0,1
2026-W31,CLT-1308,SaaS,Pro,766.68,Late,1,1,0,0
2026-W31,CLT-1309,Healthcare,Basic,333.85,Paid,2,1,0,0
2026-W31,CLT-1310,Healthcare,Basic,326.48,late,2,1,0,0
2026-W31,CLT-1311,Healthcare,Pro,786.01,Overdue,1,1,0,0
2026-W31,CLT-1312,Logistics,Basic,256.33,Paid,1,1,0,0
2026-W31,CLT-1313,Real Estate,Pro,855.47,Overdue,1,1,0,0
2026-W31,CLT-1314,Education,Basic,309.93,Paid,1,0,0,0
2026-W31,CLT-1315,Education,Pro,1052.69,Paid,4,1,0,0
2026-W31,CLT-1316,Real Estate,Pro,972.56,,1,1,0,0
2026-W31,CLT-1317,Finance,Basic,370.13,,2,1,0,0
2026-W31,CLT-1318,Education,Basic,352.35,Late,1,1,0,0
2026-W31,CLT-1319,Education,Basic,353.63,Paid,1,1,0,0
2026-W31,CLT-1320,Finance,enterprise,286.75,Paid,4,1,0,0
2026-W31,CLT-1321,Logistics,Basic,347.87,Paid,0,1,0,0
2026-W31,CLT-1322,SaaS,Pro,1021.99,Late,1,1,0,0
